Dataset Name,Friendly Name,Data Type,Field Path,Field Type,Example Value
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.scale_inhibitor,float,7.63
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.friction_reducer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.oxygen_scavenger,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.paraffin_control,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.wellhead_pressure,float,1461.12
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.clean_flow_rate_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.ph_adjusting_agent,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.corrosion_inhibitor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.delayed_crosslinker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.instant_crosslinker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.slurry_flow_rate_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.total_proppant_mass,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.hydrostatic_pressure,float,3992.064281011832
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.powder_enzyme_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.total_clean_volume_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.total_chemical_rate_in,float,7.63
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.total_slurry_volume_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.powder_friction_reducer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.proppant_1_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.proppant_2_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.inverse_hydrostatic_pressure,float,0.00025049696838712706
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.total_proppant_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.max.bottomhole_proppant_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min,dict,object
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.gel,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.acid,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.biocide,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.divertor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.timestamp,int,1536944208
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.emulsifier,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.fluid_loss,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.powder_gel,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.surfactant,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.accelerator,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.anti_sludge,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.cross_linker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.elapsed_time,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.iron_control,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.ploymer_plug,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.acid_retarder,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.acid_inhibitor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.enzyme_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.liquid_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.mutual_solvent,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.non_emulsifier,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.powder_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.clay_stabilizer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.fines_suspender,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.proppant_1_mass,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.proppant_2_mass,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.scale_inhibitor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.friction_reducer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.oxygen_scavenger,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.paraffin_control,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.wellhead_pressure,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.clean_flow_rate_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.ph_adjusting_agent,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.corrosion_inhibitor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.delayed_crosslinker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.instant_crosslinker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.slurry_flow_rate_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.total_proppant_mass,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.hydrostatic_pressure,float,3992.064281011832
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.powder_enzyme_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.total_clean_volume_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.total_chemical_rate_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.total_slurry_volume_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.powder_friction_reducer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.proppant_1_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.proppant_2_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.inverse_hydrostatic_pressure,float,0.00025049696838712706
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.total_proppant_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.min.bottomhole_proppant_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean,dict,object
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.gel,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.acid,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.biocide,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.divertor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.timestamp,float,1536944237.5
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.emulsifier,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.fluid_loss,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.powder_gel,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.surfactant,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.accelerator,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.anti_sludge,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.cross_linker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.elapsed_time,float,29.5
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.iron_control,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.ploymer_plug,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.acid_retarder,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.acid_inhibitor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.enzyme_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.liquid_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.mutual_solvent,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.non_emulsifier,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.powder_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.clay_stabilizer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.fines_suspender,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.proppant_1_mass,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.proppant_2_mass,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.scale_inhibitor,float,1.1418333333333335
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.friction_reducer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.oxygen_scavenger,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.paraffin_control,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.wellhead_pressure,float,220.19516666666667
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.clean_flow_rate_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.ph_adjusting_agent,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.corrosion_inhibitor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.delayed_crosslinker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.instant_crosslinker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.slurry_flow_rate_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.total_proppant_mass,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.hydrostatic_pressure,float,3992.064281011833
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.powder_enzyme_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.total_clean_volume_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.total_chemical_rate_in,float,1.1418333333333335
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.total_slurry_volume_in,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.powder_friction_reducer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.proppant_1_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.proppant_2_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.inverse_hydrostatic_pressure,float,0.000250496968387127
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.total_proppant_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.mean.bottomhole_proppant_concentration,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median,dict,object
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.gel,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.acid,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.biocide,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.divertor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.timestamp,float,1536944237.5
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.emulsifier,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.fluid_loss,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.powder_gel,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.surfactant,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.accelerator,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.anti_sludge,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.cross_linker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.elapsed_time,float,29.5
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.iron_control,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.ploymer_plug,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.acid_retarder,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.acid_inhibitor,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.enzyme_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.liquid_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.mutual_solvent,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.non_emulsifier,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.powder_breaker,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.clay_stabilizer,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.fines_suspender,int,0
corva#completion.wits.summary-1m,completion.wits.summary-1m,time,data.median.proppant_1_mass,int,0
