Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes,Tags
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,_id,str,5f760c2498fd15638925124a,,MongoDB document unique identifier,,"circulation, hydraulics, metadata, internal, primary-key"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data,object,,,Container object for all measurement/computed data fields,,"circulation, hydraulics, metadata, container"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.bit_depth,float,7343.12,,Current depth of the drill bit,,"circulation, hydraulics, depth, drilling, real-time, key-metric"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.lag_depth,float,7079.94,,Depth value: lag (ft),,"circulation, hydraulics, depth, measurement"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.timestamp,int,1545598715,,Timestamp,,"circulation, hydraulics"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.hole_depth,float,7343.12,,Current hole depth (bottom of wellbore),,"circulation, hydraulics, depth, drilling, real-time, key-metric"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.mud_flow_in,float,1254.96,,Mud flow in,,"circulation, hydraulics"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.time_passed,int,23326,,Time passed,,"circulation, hydraulics"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.pump_spm_total,int,100,,Pump spm total,,"circulation, hydraulics"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,data.bit_to_surface_strokes,int,23202,,Bit to surface strokes,,"circulation, hydraulics"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,version,int,1,,Schema version number for this record,,"circulation, hydraulics, metadata, internal, versioning"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,asset_id,int,31659357,,Unique identifier for the well/asset this record belongs to,,"circulation, hydraulics, metadata, well-id, filter-key, required"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,provider,str,corva,,"Data provider name (typically ""corva"")",,"circulation, hydraulics, metadata, internal"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,timestamp,int,1545598715,,Unix epoch timestamp (seconds) of the record,,"circulation, hydraulics, metadata, time-index, filter-key, required"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,collection,str,circulation.lag-depth,,MongoDB collection name this record belongs to,,"circulation, hydraulics, metadata, internal"
corva#circulation.lag-depth,circulation.lag-depth,Circulation,time,/api/v1/data/corva/circulation.lag-depth/,company_id,int,5,,Unique identifier for the company/operator,,"circulation, hydraulics, metadata, company, filter-key"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,_id,str,5f75f66c16a4233fd4e3fcde,,MongoDB document unique identifier,,"circulation, hydraulics, metadata, internal, primary-key"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data,object,,,Container object for all measurement/computed data fields,,"circulation, hydraulics, metadata, container"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.status,int,1,,Current status of the record/check,,"circulation, hydraulics, metadata, status"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.warning,object,,,Nested object containing warning data,,"circulation, hydraulics, container, object"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.warning.code,str,data_missing_error,,Code,,"circulation, hydraulics"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.warning.stale,bool,True,,Flag indicating whether stale,,"circulation, hydraulics, boolean, flag"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,data.warning.message,str,The data appears to have the following missing channels: 'Mud Flowout Percentage,,Message,,"circulation, hydraulics"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,version,int,1,,Schema version number for this record,,"circulation, hydraulics, metadata, internal, versioning"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,asset_id,int,31659357,,Unique identifier for the well/asset this record belongs to,,"circulation, hydraulics, metadata, well-id, filter-key, required"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,provider,str,corva,,"Data provider name (typically ""corva"")",,"circulation, hydraulics, metadata, internal"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,timestamp,int,1545203779,,Unix epoch timestamp (seconds) of the record,,"circulation, hydraulics, metadata, time-index, filter-key, required"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,collection,str,circulation.volumetric,,MongoDB collection name this record belongs to,,"circulation, hydraulics, metadata, internal"
corva#circulation.volumetric,circulation.volumetric,Circulation,time,/api/v1/data/corva/circulation.volumetric/,company_id,int,5,,Unique identifier for the company/operator,,"circulation, hydraulics, metadata, company, filter-key"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,_id,str,67db439dac7ada8ce8f02956,,MongoDB document unique identifier,,"completions, frac, metadata, internal, primary-key"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data,object,,,Container object for all measurement/computed data fields,,"completions, frac, metadata, container"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.state,str,Run in Hole,,State,,"completions, frac"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.comment,str,I see an anomaly,,Comment,,"completions, frac"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.user_email,str,ryan.dawson@corva.ai,,User email,,"completions, frac"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.casing_joint,null,,,Casing joint,,"completions, frac"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.measured_depth,int,801,,Measured depth along the wellbore path,,"completions, frac, depth, survey, directional"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.user_last_name,str,Dawson,,Name/label for user last,,"completions, frac, metadata, display, label"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.current_user_id,int,15624,,Identifier for current user,,"completions, frac, metadata, identifier, reference"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,data.user_first_name,str,Ryan,,Name/label for user first,,"completions, frac, metadata, display, label"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,version,int,1,,Schema version number for this record,,"completions, frac, metadata, internal, versioning"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,asset_id,int,123456,,Unique identifier for the well/asset this record belongs to,,"completions, frac, metadata, well-id, filter-key, required"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,provider,str,corva,,"Data provider name (typically ""corva"")",,"completions, frac, metadata, internal"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,timestamp,int,1725148859,,Unix epoch timestamp (seconds) of the record,,"completions, frac, metadata, time-index, filter-key, required"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,collection,str,completion.ccl-annotations,,MongoDB collection name this record belongs to,,"completions, frac, metadata, internal"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,company_id,int,346,,Unique identifier for the company/operator,,"completions, frac, metadata, company, filter-key"
corva#completion.ccl-annotations,completion.ccl-annotations,Completions / Frac,time,/api/v1/data/corva/completion.ccl-annotations/,stage_number,int,26,,Frac stage number,,"completions, frac, completions, frac, stage, index"
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,_id,str,681b8609df38c12e794f655a,,MongoDB document unique identifier,,"completions, frac, metadata, internal, primary-key"
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data,object,,,Container object for all measurement/computed data fields,,"completions, frac, metadata, container"
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.state,str,Run in Hole,,State,,"completions, frac"
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.end_depth,float,13182.30935231508,,Ending measured depth for this interval/run,,"completions, frac, depth, interval, range"
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.start_depth,float,13178.009352315084,,Starting measured depth for this interval/run,,"completions, frac, depth, interval, range"
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.casing_joint,null,,,Casing joint,,"completions, frac"
corva#completion.ccl-anomalies,completion.ccl-anomalies,Completions / Frac,reference,/api/v1/data/corva/completion.ccl-anomalies/,data.anomaly_score,float,0.8212986482895198,,Anomaly score,,"completions, frac"
