bit_manufacturer,bit_model,bit_diameters,parsed_blades,parsed_cutter_mm,parse_confidence,parse_method,total_runs,sources
Halliburton,GTi65Ms,17.5; 17.500001,6,?(5),check,"fallback-2dig:GTi65Ms->B6,C5",4,full_bit_scan
Halliburton,GTi85Mos,18.125,8,?(5),check,"fallback-2dig:GTi85Mos->B8,C5",4,full_bit_scan
Halliburton,HD46M,8.5,4,?(6),check,"HAL:HD46M->B4,C6(frac)",4,full_bit_scan
Halliburton,SF66,26,6,?(6),check,"fallback-2dig:SF66->B6,C6",4,full_bit_scan
J&L,SV625,12.244; 12.244095,6,?(2),check,"fallback-2dig:SV625->B6,C2",4,full_bit_scan
N/A,CXV-616XTE,17.5,6,16,check,"fallback-3dig:CXV-616XTE->B6,16mm",4,full_bit_scan
N/A,Revolution CXV-616XTE,17.5,6,16,check,"fallback-3dig:Revolution CXV-616XTE->B6,16mm",4,full_bit_scan
N/A,TK59,12.25; 7.875,5,?(9),check,"NOV-TK:TK59->B5,C9",4,full_bit_scan
NOV,T805KS,8.5,5,?(8),check,Baker:T805KS->C80B5(frac),4,full_bit_scan
NOV,TK-56,8.75,5,?(6),check,"fallback-2dig:TK-56->B5,C6",4,full_bit_scan
NOV,TK59-E2,17.5,5,?(9),check,"NOV-TK:TK59-E2->B5,C9",4,full_bit_scan
NOV,TK69-A1,13.5,6,?(9),check,"NOV-TK:TK69-A1->B6,C9",4,full_bit_scan
NOV,TK69-B15,17.5,6,?(9),check,"NOV-TK:TK69-B15->B6,C9",4,full_bit_scan
NOV,TKC 53 AA1,6.75,5,?(3),check,"fallback-2dig:TKC 53 AA1->B5,C3",4,full_bit_scan
NOV,TKF-63,6.75; 8.5,6,?(3),check,"fallback-2dig:TKF-63->B6,C3",4,full_bit_scan
NOV,TKF-66AZ11(BE1),8.75,6,?(6),check,"fallback-2dig:TKF-66AZ11(BE1)->B6,C6",4,full_bit_scan
Reed,TKE66-AZ11,8.75,6,?(6),check,"fallback-2dig:TKE66-AZ11->B6,C6",4,full_bit_scan
Schlumberger,BF 513,6.75,5,13,check,"fallback-3dig:BF 513->B5,13mm",4,full_bit_scan
Schlumberger,BF513S,8.740158,5,13,check,"fallback-3dig:BF513S->B5,13mm",4,full_bit_scan
Schlumberger,BF616M,17.5; 8.5,6,16,check,"fallback-3dig:BF616M->B6,16mm",4,full_bit_scan
Schlumberger,BF616SM,12.25; 8.5,6,16,check,"fallback-3dig:BF616SM->B6,16mm",4,full_bit_scan
Schlumberger,ER8954YAODCRDX,12.25,8,?(9),check,"fallback-2dig:ER8954YAODCRDX->B8,C9",4,full_bit_scan
Schlumberger,MDi613,6.75; 7.875,6,13,check,"fallback-3dig:MDi613->B6,13mm",4,full_bit_scan
Schlumberger,MSI616LUBPXG-P,8.5,6,16,check,"fallback-3dig:MSI616LUBPXG-P->B6,16mm",4,full_bit_scan
Schlumberger,NT516S,8.5; 8.75,5,16,check,"fallback-3dig:NT516S->B5,16mm",4,full_bit_scan
Schlumberger,S519,13.5,5,19,check,"fallback-3dig:S519->B5,19mm",4,full_bit_scan
Schlumberger,S519MHPX,13.5,5,19,check,"fallback-3dig:S519MHPX->B5,19mm",4,full_bit_scan
Schlumberger,SDi616,12.25; 17.5,6,16,check,"fallback-3dig:SDi616->B6,16mm",4,full_bit_scan
Schlumberger,X716S,12.25; 18.125,7,16,check,"fallback-3dig:X716S->B7,16mm",4,full_bit_scan
Schlumberger,XR30TPS,6; 6.125,3,?(0),check,"fallback-2dig:XR30TPS->B3,C0",4,full_bit_scan
Sicotte,SS516GB,10.983859; 10.984252; 12.25,5,16,check,"fallback-3dig:SS516GB->B5,16mm",4,full_bit_scan
Taurex,HA30L,8.5; 9.875,3,?(0),check,"HAL:HA30L->B3,C0(frac)",4,full_bit_scan
Ulterra,613M,12.25; 6.75,6,13,check,"fallback-3dig:613M->B6,13mm",4,full_bit_scan
Ulterra,SPL-613,8.75,6,13,check,"fallback-3dig:SPL-613->B6,13mm",4,full_bit_scan
Ulterra,U05105,12.25,5,?(1),check,Baker:U05105->C10B5(frac),4,full_bit_scan
Ulterra,XP-616,8.75; 9.875,6,16,check,"fallback-3dig:XP-616->B6,16mm",4,full_bit_scan
Varel,HAVOX-613,6; 7.875; 8.75,6,13,check,"fallback-3dig:HAVOX-613->B6,13mm",4,full_bit_scan
Varel,HAVOX-616,7.875,6,16,check,"fallback-3dig:HAVOX-616->B6,16mm",4,full_bit_scan
Varel,Havox 513,6,5,13,check,"fallback-3dig:Havox 513->B5,13mm",4,full_bit_scan
,Revolution CXV-716XTE,12.25,7,16,check,"fallback-3dig:Revolution CXV-716XTE->B7,16mm",3,full_bit_scan
Baker Hughes,D606X,12.25,6,?(6),check,Baker:D606X->C60B6(frac),3,full_bit_scan
Baker Hughes,DD605,12.25,5,?(6),check,Baker:DD605->C60B5(frac),3,full_bit_scan
Baker Hughes,DP604,8.75,4,?(6),check,Baker:DP604->C60B4(frac),3,full_bit_scan
Baker Hughes,HCD506P,12.25,5,?(0),check,"HAL:HCD506P->B5,C0(frac)",3,full_bit_scan
Baker Hughes,K5M525,8.5; 8.75,5,?(2),check,"fallback-2dig:K5M525->B5,C2",3,full_bit_scan
Baker Hughes,KM-X636T,24,6,?(3),check,"fallback-2dig:KM-X636T->B6,C3",3,full_bit_scan
Baker Hughes,KM624,12.25; 16.500001; 8.5,6,?(2),check,"fallback-2dig:KM624->B6,C2",3,full_bit_scan
Baker Hughes,KTX633,17.5,6,?(3),check,"fallback-2dig:KTX633->B6,C3",3,full_bit_scan
Baker Hughes,Kymera K5M323,6.259843; 6.75,3,?(2),check,"fallback-2dig:Kymera K5M323->B3,C2",3,full_bit_scan
Baker Hughes,Kymera K5M633,12.25; 26,6,?(3),check,"fallback-2dig:Kymera K5M633->B6,C3",3,full_bit_scan
Baker Hughes,Kymera KM633,13.5,6,?(3),check,"fallback-2dig:Kymera KM633->B6,C3",3,full_bit_scan
Baker Hughes,P30WS,6.75,3,?(0),check,"fallback-2dig:P30WS->B3,C0",3,full_bit_scan
Baker Hughes,TD606K,16,6,?(6),check,Baker:TD606K->C60B6(frac),3,full_bit_scan
Baker Hughes,TK806KS,12.244095,8,?(0),check,"NOV-TK:TK806KS->B8,C0",3,full_bit_scan
Baker Hughes,TX35577R,8.75,3,?(5),check,"fallback-2dig:TX35577R->B3,C5",3,full_bit_scan
Baker Hughes,TX36335R,8.5,3,?(6),check,"fallback-2dig:TX36335R->B3,C6",3,full_bit_scan
Baker Hughes,TX36786,8.5,3,?(6),check,"fallback-2dig:TX36786->B3,C6",3,full_bit_scan
Baker Hughes,VG-MS50ADX1,12.25,5,?(0),check,"fallback-2dig:VG-MS50ADX1->B5,C0",3,full_bit_scan
CapRock,CR616-SR9,17.5,6,16,check,"fallback-3dig:CR616-SR9->B6,16mm",3,full_bit_scan
Diamant,SPS616,14.75; 17.5,6,16,check,"fallback-3dig:SPS616->B6,16mm",3,full_bit_scan
Drilformance,DF 611,6.75,6,11,check,"fallback-3dig:DF 611->B6,11mm",3,full_bit_scan
Drilformance,DF 616,12.25,6,16,check,"fallback-3dig:DF 616->B6,16mm",3,full_bit_scan
Drilformance,DF519-6754,12.244095,5,19,check,"fallback-3dig:DF519-6754->B5,19mm",3,full_bit_scan
Drilformance,DF5196536,10.984252,5,19,check,"fallback-3dig:DF5196536->B5,19mm",3,full_bit_scan
Drilformance,DF611H,6.75,6,11,check,"fallback-3dig:DF611H->B6,11mm",3,full_bit_scan
Drilformance,DF613-6703,6.732284,3,?(7),check,Baker:DF613-6703->C70B3(frac),3,full_bit_scan
Halliburton,E437,8.5,4,?(3),check,"fallback-2dig:E437->B4,C3",3,full_bit_scan
Halliburton,GT55RMF,6,5,?(5),check,"fallback-2dig:GT55RMF->B5,C5",3,full_bit_scan
Halliburton,GT64MKO,8.5,6,?(4),check,"fallback-2dig:GT64MKO->B6,C4",3,full_bit_scan
Halliburton,GT65O,17.5; 8.75,6,?(5),check,"fallback-2dig:GT65O->B6,C5",3,full_bit_scan
Halliburton,GT66Ms,26,6,?(6),check,"fallback-2dig:GT66Ms->B6,C6",3,full_bit_scan
Halliburton,GT75MKOs,18.5,7,?(5),check,"fallback-2dig:GT75MKOs->B7,C5",3,full_bit_scan
Halliburton,GTD56Os,12.25,5,?(6),check,"HAL-GTD:GTD56Os->B5,C6(frac)",3,full_bit_scan
Halliburton,GTD66DS,17.5,6,?(6),check,"HAL-GTD:GTD66DS->B6,C6(frac)",3,full_bit_scan
Halliburton,GTE65OS,8.5,6,?(5),check,"fallback-2dig:GTE65OS->B6,C5",3,full_bit_scan
Halliburton,GTI54HEs,6.75,5,?(4),check,"fallback-2dig:GTI54HEs->B5,C4",3,full_bit_scan
Halliburton,GTI85MK0,10.625,8,?(5),check,"fallback-2dig:GTI85MK0->B8,C5",3,full_bit_scan
Halliburton,GTi55Ks-2002006,6.125,5,?(5),check,"fallback-2dig:GTi55Ks-2002006->B5,C5",3,full_bit_scan
Halliburton,GTi65ROs,8.5,6,?(5),check,"fallback-2dig:GTi65ROs->B6,C5",3,full_bit_scan
Halliburton,HD66MKFs,16,6,?(6),check,"HAL:HD66MKFs->B6,C6(frac)",3,full_bit_scan
Halliburton,HD86MFs,26,8,?(6),check,"HAL:HD86MFs->B8,C6(frac)",3,full_bit_scan
Halliburton,MME65,12.25,6,?(5),check,"fallback-2dig:MME65->B6,C5",3,full_bit_scan
Halliburton,SFE66DH,12.25,6,?(6),check,"fallback-2dig:SFE66DH->B6,C6",3,full_bit_scan
J&L,SD613D,6.259843,6,13,check,"fallback-3dig:SD613D->B6,13mm",3,full_bit_scan
J&L,SV 519,12.244095,5,19,check,"fallback-3dig:SV 519->B5,19mm",3,full_bit_scan
N/A,Great 35216,26,3,?(5),check,"fallback-2dig:Great 35216->B3,C5",3,full_bit_scan
N/A,Great 35219,26,3,?(5),check,"fallback-2dig:Great 35219->B3,C5",3,full_bit_scan
N/A,MGR83EPX,12.25,8,?(3),check,"fallback-2dig:MGR83EPX->B8,C3",3,full_bit_scan
N/A,MGR83EPX Geo Diamond,12.25,8,?(3),check,"fallback-2dig:MGR83EPX Geo Diamond->B8,C3",3,full_bit_scan
N/A,RDB CXV-616XTE,17.5,6,16,check,"fallback-3dig:RDB CXV-616XTE->B6,16mm",3,full_bit_scan
N/A,Revolution CXV-616 XTE,17.5,6,16,check,"fallback-3dig:Revolution CXV-616 XTE->B6,16mm",3,full_bit_scan
N/A,XCD519,12.25,5,19,check,"fallback-3dig:XCD519->B5,19mm",3,full_bit_scan
NOV,1KC66,8.75,6,?(6),check,"fallback-2dig:1KC66->B6,C6",3,full_bit_scan
NOV,DSH416S-C3,6.125,4,?(1),check,"HAL:DSH416S-C3->B4,C1(frac)",3,full_bit_scan
NOV,TFHI519D B1,13.5,5,?(1),check,"HAL:TFHI519D B1->B5,C1(frac)",3,full_bit_scan
NOV,TK 59,12.25,5,?(9),check,"fallback-2dig:TK 59->B5,C9",3,full_bit_scan
NOV,TK C69,12.25,6,?(9),check,"fallback-2dig:TK C69->B6,C9",3,full_bit_scan
NOV,TK-66,11; 17.5,6,?(6),check,"fallback-2dig:TK-66->B6,C6",3,full_bit_scan
NOV,TK69 A1,13.5,6,?(9),check,"NOV-TK:TK69 A1->B6,C9",3,full_bit_scan
NOV,TKE66-AZ11,8.75,6,?(6),check,"fallback-2dig:TKE66-AZ11->B6,C6",3,full_bit_scan
NOV,TKF-66 AE10,12.25,6,?(6),check,"fallback-2dig:TKF-66 AE10->B6,C6",3,full_bit_scan
NOV,TKF-66-AE1,12.25,6,?(6),check,"fallback-2dig:TKF-66-AE1->B6,C6",3,full_bit_scan
NOV,TKF-66-AE10,12.25,6,?(6),check,"fallback-2dig:TKF-66-AE10->B6,C6",3,full_bit_scan
NOV,TKF-76W1,8.75,7,?(6),check,"fallback-2dig:TKF-76W1->B7,C6",3,full_bit_scan
NOV,YKC63,6.259843,6,?(3),check,"fallback-2dig:YKC63->B6,C3",3,full_bit_scan
Schlumberger,BF513s,8.740158,5,13,check,"fallback-3dig:BF513s->B5,13mm",3,full_bit_scan
Schlumberger,BF519M,10.5,5,19,check,"fallback-3dig:BF519M->B5,19mm",3,full_bit_scan
Schlumberger,BVX613S,6.259843,6,13,check,"fallback-3dig:BVX613S->B6,13mm",3,full_bit_scan
Schlumberger,BVXZ 616,8.5,6,16,check,"fallback-3dig:BVXZ 616->B6,16mm",3,full_bit_scan
Schlumberger,BX416M,6.125,4,16,check,"fallback-3dig:BX416M->B4,16mm",3,full_bit_scan
Schlumberger,BXF616SM,13.5,6,16,check,"fallback-3dig:BXF616SM->B6,16mm",3,full_bit_scan
Schlumberger,BXF716,10.625; 8.75; 9.875,7,16,check,"fallback-3dig:BXF716->B7,16mm",3,full_bit_scan
Schlumberger,BY513,6.75,5,13,check,"fallback-3dig:BY513->B5,13mm",3,full_bit_scan
Schlumberger,FVT613,6.125,6,13,check,"fallback-3dig:FVT613->B6,13mm",3,full_bit_scan
Schlumberger,FXT616S-2A,8.75,6,16,check,"fallback-3dig:FXT616S-2A->B6,16mm",3,full_bit_scan
Schlumberger,HF513 Accustrike,6.75,5,?(1),check,"HAL:HF513 Accustrike->B5,C1(frac)",3,full_bit_scan
Schlumberger,HF613,6.732284; 6.75,6,?(1),check,"HAL:HF613->B6,C1(frac)",3,full_bit_scan
Schlumberger,HXT516,8.5,5,?(1),check,"HAL:HXT516->B5,C1(frac)",3,full_bit_scan
Schlumberger,MDI616MHB PX,12.25,6,16,check,"fallback-3dig:MDI616MHB PX->B6,16mm",3,full_bit_scan
Schlumberger,MDI716 (LBPXG),9,7,16,check,"fallback-3dig:MDI716 (LBPXG)->B7,16mm",3,full_bit_scan
Schlumberger,MDSi616MHBPX,12.25,6,16,check,"fallback-3dig:MDSi616MHBPX->B6,16mm",3,full_bit_scan
Schlumberger,MDSi716,12.25; 8.75,7,16,check,"fallback-3dig:MDSi716->B7,16mm",3,full_bit_scan
Schlumberger,MDSi716 (LBPX),12.25,7,16,check,"fallback-3dig:MDSi716 (LBPX)->B7,16mm",3,full_bit_scan
Schlumberger,MDi516,12.25; 6.5,5,16,check,"fallback-3dig:MDi516->B5,16mm",3,full_bit_scan
Schlumberger,MDi716,7.875; 8.5; 8.75,7,16,check,"fallback-3dig:MDi716->B7,16mm",3,full_bit_scan
Schlumberger,MDi716 LBPXG,8.5; 9,7,16,check,"fallback-3dig:MDi716 LBPXG->B7,16mm",3,full_bit_scan
Schlumberger,NT516s,8.5,5,16,check,"fallback-3dig:NT516s->B5,16mm",3,full_bit_scan
Schlumberger,NXT616,8.5,6,16,check,"fallback-3dig:NXT616->B6,16mm",3,full_bit_scan
Schlumberger,RH4831,17.5,4,?(8),check,"HAL:RH4831->B4,C8(frac)",3,full_bit_scan
Schlumberger,SDSi 616,13.5,6,16,check,"fallback-3dig:SDSi 616->B6,16mm",3,full_bit_scan
Schlumberger,SDi611UEPX,6.125,6,11,check,"fallback-3dig:SDi611UEPX->B6,11mm",3,full_bit_scan
Schlumberger,XRF30,8.75,3,?(0),check,"fallback-2dig:XRF30->B3,C0",3,full_bit_scan
Schlumberger,XS516ZJ,8.75,5,16,check,"fallback-3dig:XS516ZJ->B5,16mm",3,full_bit_scan
Schlumberger,XS716S,17.5,7,16,check,"fallback-3dig:XS716S->B7,16mm",3,full_bit_scan
Shear,SD613,6.850394; 6.874016; 6.889764,6,13,check,"fallback-3dig:SD613->B6,13mm",3,full_bit_scan
Shear,SD616D,8.740158,6,16,check,"fallback-3dig:SD616D->B6,16mm",3,full_bit_scan
Shear,SV513,7.870079; 7.874016,5,13,check,"fallback-3dig:SV513->B5,13mm",3,full_bit_scan
Sicotte,SS619GB,12.25; 9.88189,6,19,check,"fallback-3dig:SS619GB->B6,19mm",3,full_bit_scan
Taurex,S619,17.5,6,19,check,"fallback-3dig:S619->B6,19mm",3,full_bit_scan
Taurex,TDX613,7.875,6,13,check,"fallback-3dig:TDX613->B6,13mm",3,full_bit_scan
Taurex,TST717,12.25,7,?(1),check,"fallback-2dig:TST717->B7,C1",3,full_bit_scan
Taurex,TSt717,12.25,7,?(1),check,"fallback-2dig:TSt717->B7,C1",3,full_bit_scan
Ulterra,616S,12.25; 17.5,6,16,check,"fallback-3dig:616S->B6,16mm",3,full_bit_scan
Ulterra,AIR616,8.75,6,16,check,"fallback-3dig:AIR616->B6,16mm",3,full_bit_scan
Ulterra,CF 713,12.25,7,13,check,"fallback-3dig:CF 713->B7,13mm",3,full_bit_scan
Ulterra,CF-611,7.875,6,11,check,"fallback-3dig:CF-611->B6,11mm",3,full_bit_scan
Ulterra,Mav616,8.75,6,16,check,"fallback-3dig:Mav616->B6,16mm",3,full_bit_scan
Ulterra,SLP519,12.25,5,19,check,"fallback-3dig:SLP519->B5,19mm",3,full_bit_scan
Ulterra,SLP616,13.5; 17.5; 7.875,6,16,check,"fallback-3dig:SLP616->B6,16mm",3,full_bit_scan
Ulterra,SPL-516,13.5,5,16,check,"fallback-3dig:SPL-516->B5,16mm",3,full_bit_scan
Ulterra,U-613M,8.75,6,13,check,"fallback-3dig:U-613M->B6,13mm",3,full_bit_scan
Ulterra,XP 716,12.25,7,16,check,"fallback-3dig:XP 716->B7,16mm",3,full_bit_scan
Varel,EVOS 613,7.875,6,13,check,"fallback-3dig:EVOS 613->B6,13mm",3,full_bit_scan
Varel,R813DGX,12.25; 17.5,8,13,check,"fallback-3dig:R813DGX->B8,13mm",3,full_bit_scan
Varel,RS619DX,13.5,6,19,check,"fallback-3dig:RS619DX->B6,19mm",3,full_bit_scan
Varel,Vion - 616,10.625; 9.875,6,16,check,"fallback-3dig:Vion - 616->B6,16mm",3,full_bit_scan
,Ackerman Hughes S616DR,17.5,6,16,check,"fallback-3dig:Ackerman Hughes S616DR->B6,16mm",2,full_bit_scan
Baker Hughes,5337843,18.125,5,?(3),check,"fallback-2dig:5337843->B5,C3",2,full_bit_scan
Baker Hughes,5361985,6.125,5,?(3),check,"fallback-2dig:5361985->B5,C3",2,full_bit_scan
Baker Hughes,D605TX,8.5; 9.5,5,?(6),check,Baker:D605TX->C60B5(frac),2,full_bit_scan
Baker Hughes,D605X,9.875,5,?(6),check,Baker:D605X->C60B5(frac),2,full_bit_scan
Baker Hughes,D606T,12.25,6,?(6),check,Baker:D606T->C60B6(frac),2,full_bit_scan
Baker Hughes,D806,13.5,6,?(8),check,Baker:D806->C80B6(frac),2,full_bit_scan
Baker Hughes,DD450VS,6.75,4,?(5),check,"fallback-2dig:DD450VS->B4,C5",2,full_bit_scan
Baker Hughes,DD604,8.5,4,?(6),check,Baker:DD604->C60B4(frac),2,full_bit_scan
Baker Hughes,DD606TX,12.25,6,?(6),check,Baker:DD606TX->C60B6(frac),2,full_bit_scan
Baker Hughes,DPDS30DVHX,17.5,3,?(0),check,"fallback-2dig:DPDS30DVHX->B3,C0",2,full_bit_scan
Baker Hughes,HCCDD306WSX,6.75,3,?(0),check,"HAL:HCCDD306WSX->B3,C0(frac)",2,full_bit_scan
Baker Hughes,K5M425E,8.75,4,?(2),check,"fallback-2dig:K5M425E->B4,C2",2,full_bit_scan
Baker Hughes,K5M624,8.740158; 8.75,6,?(2),check,"fallback-2dig:K5M624->B6,C2",2,full_bit_scan
Baker Hughes,K6M525,12.25,5,?(2),check,"fallback-2dig:K6M525->B5,C2",2,full_bit_scan
Baker Hughes,K6M624,9.875,6,?(2),check,"fallback-2dig:K6M624->B6,C2",2,full_bit_scan
Baker Hughes,KMX824,12.25,8,?(2),check,"fallback-2dig:KMX824->B8,C2",2,full_bit_scan
Baker Hughes,Kymera KM5633,26,5,?(6),check,"fallback-2dig:Kymera KM5633->B5,C6",2,full_bit_scan
Baker Hughes,P40S,6.75,4,?(0),check,"fallback-2dig:P40S->B4,C0",2,full_bit_scan
Baker Hughes,P606,12.25,6,?(6),check,Baker:P606->C60B6(frac),2,full_bit_scan
Baker Hughes,P75,6.75,7,?(5),check,"fallback-2dig:P75->B7,C5",2,full_bit_scan
Baker Hughes,QD606X,17.5,6,?(6),check,Baker:QD606X->C60B6(frac),2,full_bit_scan
Baker Hughes,T604S,8.75,4,?(6),check,Baker:T604S->C60B4(frac),2,full_bit_scan
Baker Hughes,T605KS,12.25,5,?(6),check,Baker:T605KS->C60B5(frac),2,full_bit_scan
Baker Hughes,T606,12.25; 13.5,6,?(6),check,Baker:T606->C60B6(frac),2,full_bit_scan
Baker Hughes,TD606FSX,18.125,6,?(6),check,Baker:TD606FSX->C60B6(frac),2,full_bit_scan
Baker Hughes,TD606VKSX,17.5,6,?(6),check,Baker:TD606VKSX->C60B6(frac),2,full_bit_scan
Baker Hughes,TX35436,8.75,3,?(5),check,"fallback-2dig:TX35436->B3,C5",2,full_bit_scan
Baker Hughes,TX36244R,8.5,3,?(6),check,"fallback-2dig:TX36244R->B3,C6",2,full_bit_scan
Baker Hughes,TX36621R,8.5,3,?(6),check,"fallback-2dig:TX36621R->B3,C6",2,full_bit_scan
Baker Hughes,TX36828R,8.75,3,?(6),check,"fallback-2dig:TX36828R->B3,C6",2,full_bit_scan
Baker Hughes,TX37370R,6.75,3,?(7),check,"fallback-2dig:TX37370R->B3,C7",2,full_bit_scan
Baker Hughes,TX37463R,8.5,3,?(7),check,"fallback-2dig:TX37463R->B3,C7",2,full_bit_scan
Baker Hughes,TX37567R,8.5,3,?(7),check,"fallback-2dig:TX37567R->B3,C7",2,full_bit_scan
Baker Hughes,VG 30,7.875,3,?(0),check,"fallback-2dig:VG 30->B3,C0",2,full_bit_scan
Baker Hughes,VG-30DX2,8.5,3,?(0),check,"fallback-2dig:VG-30DX2->B3,C0",2,full_bit_scan
Baker Hughes,VG-52ADX1,12.25,5,?(2),check,"fallback-2dig:VG-52ADX1->B5,C2",2,full_bit_scan
Baker Hughes,VGD38CH,8.75,3,?(8),check,"fallback-2dig:VGD38CH->B3,C8",2,full_bit_scan
Baker Hughes,VGDPDS30DVHX,17.5,3,?(0),check,"fallback-2dig:VGDPDS30DVHX->B3,C0",2,full_bit_scan
Diamant,SPD616-214,8.75,6,16,check,"fallback-3dig:SPD616-214->B6,16mm",2,full_bit_scan
Diamant,SPD616-241,8.75,6,16,check,"fallback-3dig:SPD616-241->B6,16mm",2,full_bit_scan
Drilformance,619X,12.25,6,19,check,"fallback-3dig:619X->B6,19mm",2,full_bit_scan
Drilformance,DF 616-6689,8.740158,6,16,check,"fallback-3dig:DF 616-6689->B6,16mm",2,full_bit_scan
Drilformance,DF519-XM,12.244095,5,19,check,"fallback-3dig:DF519-XM->B5,19mm",2,full_bit_scan
Drilformance,DF611-6729,6.75,6,11,check,"fallback-3dig:DF611-6729->B6,11mm",2,full_bit_scan
Drilformance,DF611B,6.75,6,11,check,"fallback-3dig:DF611B->B6,11mm",2,full_bit_scan
Drilformance,DF616-6739,12.25,6,16,check,"fallback-3dig:DF616-6739->B6,16mm",2,full_bit_scan
Drilformance,DF619-4812,17.5,6,19,check,"fallback-3dig:DF619-4812->B6,19mm",2,full_bit_scan
Drilformance,DF619X,12.25,6,19,check,"fallback-3dig:DF619X->B6,19mm",2,full_bit_scan
Drilformance,DFS519,10.983859; 12.244095,5,19,check,"fallback-3dig:DFS519->B5,19mm",2,full_bit_scan
Drilformance,DFS519 - 6536,12.244095; 12.253937,5,19,check,"fallback-3dig:DFS519 - 6536->B5,19mm",2,full_bit_scan
Drilformance,GDF513-6706,8.74,6,?(7),check,Baker:GDF513-6706->C70B6(frac),2,full_bit_scan
Halliburton,AB30GSX,6.5,3,?(0),check,"fallback-2dig:AB30GSX->B3,C0",2,full_bit_scan
Halliburton,D64DK,6,6,?(4),check,"fallback-2dig:D64DK->B6,C4",2,full_bit_scan
Halliburton,GT56MHOS,17.5,5,?(6),check,"fallback-2dig:GT56MHOS->B5,C6",2,full_bit_scan
Halliburton,GT64DMO,8.5,6,?(4),check,"fallback-2dig:GT64DMO->B6,C4",2,full_bit_scan
Halliburton,GT64M,5.875; 6.5,6,?(4),check,"fallback-2dig:GT64M->B6,C4",2,full_bit_scan
Halliburton,GT65,12.25; 17.5,6,?(5),check,"fallback-2dig:GT65->B6,C5",2,full_bit_scan
Halliburton,GT650s,17.5,6,?(5),check,"fallback-2dig:GT650s->B6,C5",2,full_bit_scan
Halliburton,GT65DHEO,8.75,6,?(5),check,"fallback-2dig:GT65DHEO->B6,C5",2,full_bit_scan
Halliburton,GT65DKO,8.5; 8.740158,6,?(5),check,"fallback-2dig:GT65DKO->B6,C5",2,full_bit_scan
Halliburton,GT65OS,17.5,6,?(5),check,"fallback-2dig:GT65OS->B6,C5",2,full_bit_scan
Halliburton,GT65W,8.740158,6,?(5),check,"fallback-2dig:GT65W->B6,C5",2,full_bit_scan
Halliburton,GT74MO,10.625,7,?(4),check,"fallback-2dig:GT74MO->B7,C4",2,full_bit_scan
Halliburton,GT84M,8.5,8,?(4),check,"fallback-2dig:GT84M->B8,C4",2,full_bit_scan
Halliburton,GT85Ms,26.000001,8,?(5),check,"fallback-2dig:GT85Ms->B8,C5",2,full_bit_scan
Halliburton,GT86,12.25,8,?(6),check,"fallback-2dig:GT86->B8,C6",2,full_bit_scan
Halliburton,GT86MOS,26,8,?(6),check,"fallback-2dig:GT86MOS->B8,C6",2,full_bit_scan
Halliburton,GTD 650S,8.5,6,?(5),check,"fallback-2dig:GTD 650S->B6,C5",2,full_bit_scan
Halliburton,GTD56RMBO,9.875,5,?(6),check,"HAL-GTD:GTD56RMBO->B5,C6(frac)",2,full_bit_scan
Halliburton,GTD66Ds,16; 16.000001,6,?(6),check,"HAL-GTD:GTD66Ds->B6,C6(frac)",2,full_bit_scan
Halliburton,GTE65DHs,17.500001,6,?(5),check,"fallback-2dig:GTE65DHs->B6,C5",2,full_bit_scan
Halliburton,GTE65MKOs,12.25,6,?(5),check,"fallback-2dig:GTE65MKOs->B6,C5",2,full_bit_scan
Halliburton,GTE65R,8.5,6,?(5),check,"fallback-2dig:GTE65R->B6,C5",2,full_bit_scan
Halliburton,GTE66DHs,12.25,6,?(6),check,"fallback-2dig:GTE66DHs->B6,C6",2,full_bit_scan
Halliburton,GTE66DROs,12.25,6,?(6),check,"fallback-2dig:GTE66DROs->B6,C6",2,full_bit_scan
Halliburton,GTE85DHO,17.5,8,?(5),check,"fallback-2dig:GTE85DHO->B8,C5",2,full_bit_scan
Halliburton,GTI65MOS,8.5,6,?(5),check,"fallback-2dig:GTI65MOS->B6,C5",2,full_bit_scan
Halliburton,GTI66DMKFs,12.25,6,?(6),check,"fallback-2dig:GTI66DMKFs->B6,C6",2,full_bit_scan
Halliburton,GTP650,8.740158,6,?(5),check,"fallback-2dig:GTP650->B6,C5",2,full_bit_scan
Halliburton,GTi54HFs,6.75,5,?(4),check,"fallback-2dig:GTi54HFs->B5,C4",2,full_bit_scan
Halliburton,GTi54KH,5.875,5,?(4),check,"fallback-2dig:GTi54KH->B5,C4",2,full_bit_scan
Halliburton,GTi55DO,8.75,5,?(5),check,"fallback-2dig:GTi55DO->B5,C5",2,full_bit_scan
Halliburton,GTi56HOs,16,5,?(6),check,"fallback-2dig:GTi56HOs->B5,C6",2,full_bit_scan
Halliburton,GTi64MKHO,6.124803,6,?(4),check,"fallback-2dig:GTi64MKHO->B6,C4",2,full_bit_scan
Halliburton,GTi65DMHO,12.25,6,?(5),check,"fallback-2dig:GTi65DMHO->B6,C5",2,full_bit_scan
Halliburton,GTi65DMK,12.25,6,?(5),check,"fallback-2dig:GTi65DMK->B6,C5",2,full_bit_scan
Halliburton,GTi65WIMH,12.25,6,?(5),check,"fallback-2dig:GTi65WIMH->B6,C5",2,full_bit_scan
Halliburton,GTi65WRMHE,8.5,6,?(5),check,"fallback-2dig:GTi65WRMHE->B6,C5",2,full_bit_scan
